States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Maharashtra,Rabi,Khesari or Lakh,2002-2003,21.00,9.00,429
West Bengal,Rabi,Khesari or Lakh,2002-2003,32.80,27.10,826
India,Rabi,Khesari or Lakh,2002-2003,574.60,354.80,617
Bihar,Rabi,Khesari or Lakh,2003-2004,133.10,122.60,921
Chhattisgarh,Rabi,Khesari or Lakh,2003-2004,460.90,278.80,605
Madhya Pradesh,Rabi,Khesari or Lakh,2003-2004,50.80,38.40,756
Maharashtra,Rabi,Khesari or Lakh,2003-2004,29.00,12.00,414
West Bengal,Rabi,Khesari or Lakh,2003-2004,35.70,40.90,1146
India,Rabi,Khesari or Lakh,2003-2004,709.50,492.70,694
Bihar,Rabi,Khesari or Lakh,2004-2005,118.20,79.70,674
Chhattisgarh,Rabi,Khesari or Lakh,2004-2005,428.40,158.10,369
Madhya Pradesh,Rabi,Khesari or Lakh,2004-2005,39.50,27.10,686
Maharashtra,Rabi,Khesari or Lakh,2004-2005,20.10,5.80,289
West Bengal,Rabi,Khesari or Lakh,2004-2005,35.00,33.30,951
India,Rabi,Khesari or Lakh,2004-2005,641.20,304.00,474
Bihar,Rabi,Khesari or Lakh,2005-2006,92.10,78.60,853
Chhattisgarh,Rabi,Khesari or Lakh,2005-2006,426.90,194.20,455
Madhya Pradesh,Rabi,Khesari or Lakh,2005-2006,42.10,27.80,660
Maharashtra,Rabi,Khesari or Lakh,2005-2006,31.70,14.80,467
West Bengal,Rabi,Khesari or Lakh,2005-2006,33.30,30.40,913
India,Rabi,Khesari or Lakh,2005-2006,626.10,345.80,552
Bihar,Rabi,Khesari or Lakh,2006-2007,101.50,87.60,863
Chhattisgarh,Rabi,Khesari or Lakh,2006-2007,414.50,220.50,532
Madhya Pradesh,Rabi,Khesari or Lakh,2006-2007,43.60,30.00,688
Maharashtra,Rabi,Khesari or Lakh,2006-2007,32.60,15.20,466
West Bengal,Rabi,Khesari or Lakh,2006-2007,32.20,30.50,947
India,Rabi,Khesari or Lakh,2006-2007,624.40,383.80,615
Bihar,Rabi,Khesari or Lakh,2007-2008,103.50,91.30,882
Chhattisgarh,Rabi,Khesari or Lakh,2007-2008,406.00,234.30,577
Madhya Pradesh,Rabi,Khesari or Lakh,2007-2008,43.50,25.30,582
Maharashtra,Rabi,Khesari or Lakh,2007-2008,15.00,7.00,467
West Bengal,Rabi,Khesari or Lakh,2007-2008,33.50,26.90,803
India,Rabi,Khesari or Lakh,2007-2008,601.50,384.80,640
Bihar,Rabi,Khesari or Lakh,2008-2009,97.20,79.80,821
Chhattisgarh,Rabi,Khesari or Lakh,2008-2009,350.30,202.80,579
Madhya Pradesh,Rabi,Khesari or Lakh,2008-2009,49.40,35.50,719
Maharashtra,Rabi,Khesari or Lakh,2008-2009,9.00,4.00,444
West Bengal,Rabi,Khesari or Lakh,2008-2009,27.70,17.40,628
India,Rabi,Khesari or Lakh,2008-2009,533.60,339.50,636
Bihar,Rabi,Khesari or Lakh,2009-2010,87.10,79.80,944
Chhattisgarh,Rabi,Khesari or Lakh,2009-2010,280.90,202.80,625
Madhya Pradesh,Rabi,Khesari or Lakh,2009-2010,43.40,35.50,730
Maharashtra,Rabi,Khesari or Lakh,2009-2010,9.90,4.00,433
West Bengal,Rabi,Khesari or Lakh,2009-2010,28.10,17.40,700
India,Rabi,Khesari or Lakh,2009-2010,449.40,339.50,698
Bihar,Rabi,Khesari or Lakh,2010-2011,73.80,73.70,998
Chhattisgarh,Rabi,Khesari or Lakh,2010-2011,349.30,212.40,608
Madhya Pradesh,Rabi,Khesari or Lakh,2010-2011,48.20,27.40,568
Maharashtra,Rabi,Khesari or Lakh,2010-2011,24.00,8.00,333
West Bengal,Rabi,Khesari or Lakh,2010-2011,25.80,30.20,1172
India,Rabi,Khesari or Lakh,2010-2011,521.10,351.70,675
Bihar,Rabi,Khesari or Lakh,2011-2012,72.80,92.10,1265
Chhattisgarh,Rabi,Khesari or Lakh,2011-2012,307.60,172.30,560
Madhya Pradesh,Rabi,Khesari or Lakh,2011-2012,50.40,33.80,670
Maharashtra,Rabi,Khesari or Lakh,2011-2012,18.80,5.50,296
West Bengal,Rabi,Khesari or Lakh,2011-2012,25.80,15.40,595
India,Rabi,Khesari or Lakh,2011-2012,475.40,319.10,671
Bihar,Rabi,Khesari or Lakh,2012-2013,71.00,84.00,1179
Chhattisgarh,Rabi,Khesari or Lakh,2012-2013,417.00,271.00,649
Madhya Pradesh,Rabi,Khesari or Lakh,2012-2013,43.00,36.00,827
Maharashtra,Rabi,Khesari or Lakh,2012-2013,21.00,6.00,267
West Bengal,Rabi,Khesari or Lakh,2012-2013,28.00,35.00,1240
India,Rabi,Khesari or Lakh,2012-2013,581.00,431.00,742
Bihar,Rabi,Khesari or Lakh,2013-2014,63.00,71.00,1116
Chhattisgarh,Rabi,Khesari or Lakh,2013-2014,309.00,176.00,570
West Bengal,Rabi,Khesari or Lakh,2013-2014,31.00,38.00,1241
India,Rabi,Khesari or Lakh,2013-2014,403.00,285.00,707
Bihar,Rabi,Khesari or Lakh,2014-2015,81.00,70.00,867
Chhattisgarh,Rabi,Khesari or Lakh,2014-2015,363.00,341.00,939
Maharashtra,Rabi,Khesari or Lakh,2014-2015,19.00,5.00,237
West Bengal,Rabi,Khesari or Lakh,2014-2015,33.00,41.00,1244
India,Rabi,Khesari or Lakh,2014-2015,495.00,456.00,921
Bihar,Rabi,Khesari or Lakh,2015-2016,54.61,50.99,934
Chhattisgarh,Rabi,Khesari or Lakh,2015-2016,275.80,198.40,719
West Bengal,Rabi,Khesari or Lakh,2015-2016,65.42,84.00,1284
India,Rabi,Khesari or Lakh,2015-2016,395.83,333.39,842
Bihar,Rabi,Khesari or Lakh,2016-2017,52.10,55.18,1059
Chhattisgarh,Rabi,Khesari or Lakh,2016-2017,308.90,288.80,935
West Bengal,Rabi,Khesari or Lakh,2016-2017,55.00,69.00,1255
India,Rabi,Khesari or Lakh,2016-2017,416.00,412.98,993
Bihar,Rabi,Khesari or Lakh,2017-2018,47.59,50.31,1057
Chhattisgarh,Rabi,Khesari or Lakh,2017-2018,222.72,128.51,577
West Bengal,Rabi,Khesari or Lakh,2017-2018,87.00,108.30,1245
India,Rabi,Khesari or Lakh,2017-2018,357.31,287.12,804
Bihar,Rabi,Khesari or Lakh,2018-2019,50.45,51.38,1018
Chhattisgarh,Rabi,Khesari or Lakh,2018-2019,183.16,113.56,620
West Bengal,Rabi,Khesari or Lakh,2018-2019,92.50,72.90,788
India,Rabi,Khesari or Lakh,2018-2019,326.11,237.84,729
Bihar,Rabi,Khesari or Lakh,2019-2020,43.78,33.29,760
Chhattisgarh,Rabi,Khesari or Lakh,2019-2020,172.81,67.22,389
West Bengal,Rabi,Khesari or Lakh,2019-2020,97.11,85.93,885
India,Rabi,Khesari or Lakh,2019-2020,313.71,186.44,594
Bihar,Rabi,Khesari or Lakh,2020-2021,39.52,42.80,1083
Chhattisgarh,Rabi,Khesari or Lakh,2020-2021,152.32,95.96,630
West Bengal,Rabi,Khesari or Lakh,2020-2021,92.99,118.40,1273
India,Rabi,Khesari or Lakh,2020-2021,284.83,257.16,903
